Approved symbol	Approved name	RefSeq IDs	NCBI Gene ID(supplied by NCBI)
VN1R109P	vomeronasal 1 receptor 109 pseudogene		100312851
VN1R111P	vomeronasal 1 receptor 111 pseudogene		100312852
VN1R72P	vomeronasal 1 receptor 72 pseudogene	NG_015711	100312853
VN1R112P	vomeronasal 1 receptor 112 pseudogene	NG_015712	100312854
VN1R44P	vomeronasal 1 receptor 44 pseudogene	NG_015713	100312855
IGKV1OR15-118	immunoglobulin kappa variable 1/OR15-118 (pseudogene)		100312985
MFSD1P1	major facilitator superfamily domain containing 1 pseudogene 1		100313532
MIR320B2	microRNA 320b-2	NR_031574	100313769
MIR548K	microRNA 548k	NR_031624	100313770
MIR548F2	microRNA 548f-2	NR_031643	100313771
MIR548M	microRNA 548m	NR_031667	100313772
MIR548H2	microRNA 548h-2	NR_031678	100313773
MIR302E	microRNA 302e	NR_031683	100313774
MIR670	microRNA 670	NR_031577	100313777
MIR759	microRNA 759	NR_031582	100313778
MIR2117	microRNA 2117	NR_031751	100313779
MIR2278	microRNA 2278	NR_031755	100313780
MIR718	microRNA 718	NR_031757	100313781
PIRC7	piwi-interacting RNA cluster 7		100313782
PIRC10	piwi-interacting RNA cluster 10		100313783
PIRC14	piwi-interacting RNA cluster 14		100313784
PIRC20	piwi-interacting RNA cluster 20		100313785
PIRC23	piwi-interacting RNA cluster 23		100313786
PIRC31	piwi-interacting RNA cluster 31		100313787
PIRC38	piwi-interacting RNA cluster 38		100313788
PIRC42	piwi-interacting RNA cluster 42		100313789
PIRC48	piwi-interacting RNA cluster 48		100313790
PIRC52	piwi-interacting RNA cluster 52		100313791
PIRC55	piwi-interacting RNA cluster 55		100313792
PIRC63	piwi-interacting RNA cluster 63		100313793
PIRC65	piwi-interacting RNA cluster 65		100313794
PIRC73	piwi-interacting RNA cluster 73		100313795
PIRC76	piwi-interacting RNA cluster 76		100313796
PIRC79	piwi-interacting RNA cluster 79		100313797
PIRC90	piwi-interacting RNA cluster 90		100313798
PIRC94	piwi-interacting RNA cluster 94		100313799
PIRC96	piwi-interacting RNA cluster 96		100313800
PIRC104	piwi-interacting RNA cluster 104		100313801
PIRC107	piwi-interacting RNA cluster 107		100313802
PIRC112	piwi-interacting RNA cluster 112		100313803
MIR1255B1	microRNA 1255b-1	NR_031701	100313806
PIRC4	piwi-interacting RNA cluster 4		100313807
PIRC12	piwi-interacting RNA cluster 12		100313808
PIRC17	piwi-interacting RNA cluster 17		100313809
PIRC24	piwi-interacting RNA cluster 24		100313810
PIRC32	piwi-interacting RNA cluster 32		100313811
PIRC37	piwi-interacting RNA cluster 37		100313812
PIRC45	piwi-interacting RNA cluster 45		100313813
PIRC50	piwi-interacting RNA cluster 50		100313814
PIRC54	piwi-interacting RNA cluster 54		100313815
PIRC62	piwi-interacting RNA cluster 62		100313816
PIRC67	piwi-interacting RNA cluster 67		100313817
PIRC71	piwi-interacting RNA cluster 71		100313818
PIRC80	piwi-interacting RNA cluster 80		100313819
PIRC84	piwi-interacting RNA cluster 84		100313820
PIRC97	piwi-interacting RNA cluster 97		100313821
MIR513B	microRNA 513b	NR_031708	100313822
MIR663B	microRNA 663b	NR_031608	100313824
MIR548O	microRNA 548o	NR_031669	100313829
MIR548H1	microRNA 548h-1	NR_031677	100313830
MIR1255B2	microRNA 1255b-2	NR_031702	100313835
MIR762	microRNA 762	NR_031576	100313837
MIR764	microRNA 764	NR_031581	100313838
MIR2114	microRNA 2114	NR_031748	100313839
MIR2115	microRNA 2115	NR_031749	100313840
MIR548Q	microRNA 548q	NR_031752	100313841
MIR2276	microRNA 2276	NR_031753	100313842
MIR711	microRNA 711	NR_031756	100313843
PIRC1	piwi-interacting RNA cluster 1		100313844
PIRC5	piwi-interacting RNA cluster 5		100313845
PIRC6	piwi-interacting RNA cluster 6		100313846
PIRC9	piwi-interacting RNA cluster 9		100313847
PIRC15	piwi-interacting RNA cluster 15		100313848
PIRC16	piwi-interacting RNA cluster 16		100313849
PIRC22	piwi-interacting RNA cluster 22		100313850
PIRC25	piwi-interacting RNA cluster 25		100313851
PIRC26	piwi-interacting RNA cluster 26		100313852
PIRC30	piwi-interacting RNA cluster 30		100313853
PIRC33	piwi-interacting RNA cluster 33		100313854
PIRC35	piwi-interacting RNA cluster 35		100313855
PIRC39	piwi-interacting RNA cluster 39		100313856
PIRC43	piwi-interacting RNA cluster 43		100313857
PIRC46	piwi-interacting RNA cluster 46		100313858
PIRC47	piwi-interacting RNA cluster 47		100313859
PIRC51	piwi-interacting RNA cluster 51		100313860
PIRC53	piwi-interacting RNA cluster 53		100313861
PIRC56	piwi-interacting RNA cluster 56		100313862
PIRC60	piwi-interacting RNA cluster 60		100313863
PIRC64	piwi-interacting RNA cluster 64		100313864
PIRC66	piwi-interacting RNA cluster 66		100313865
PIRC70	piwi-interacting RNA cluster 70		100313866
PIRC72	piwi-interacting RNA cluster 72		100313867
PIRC77	piwi-interacting RNA cluster 77		100313868
PIRC78	piwi-interacting RNA cluster 78		100313869
PIRC81	piwi-interacting RNA cluster 81		100313870
PIRC85	piwi-interacting RNA cluster 85		100313871
PIRC87	piwi-interacting RNA cluster 87		100313872
PIRC89	piwi-interacting RNA cluster 89		100313873
PIRC98	piwi-interacting RNA cluster 98		100313874
PIRC99	piwi-interacting RNA cluster 99		100313875
PIRC102	piwi-interacting RNA cluster 102		100313876
PIRC106	piwi-interacting RNA cluster 106		100313877
PIRC108	piwi-interacting RNA cluster 108		100313878
PIRC110	piwi-interacting RNA cluster 110		100313879
PIRC113	piwi-interacting RNA cluster 113		100313880
PIRC114	piwi-interacting RNA cluster 114		100313881
MIR548H4	microRNA 548h-4	NR_031680	100313884
MIR2116	microRNA 2116	NR_031750	100313886
MIR2277	microRNA 2277	NR_031754	100313887
PIRC101	piwi-interacting RNA cluster 101		100313888
PIRC34	piwi-interacting RNA cluster 34		100313890
PIRC83	piwi-interacting RNA cluster 83		100313891
MIR761	microRNA 761	NR_031580	100313892
PIRC28	piwi-interacting RNA cluster 28		100313893
PIRC88	piwi-interacting RNA cluster 88		100313894
MIR548F4	microRNA 548f-4	NR_031645	100313895
MIR320D1	microRNA 320d-1	NR_031723	100313896
PIRC11	piwi-interacting RNA cluster 11		100313897
PIRC40	piwi-interacting RNA cluster 40		100313898
PIRC61	piwi-interacting RNA cluster 61		100313899
PIRC91	piwi-interacting RNA cluster 91		100313900
PIRC103	piwi-interacting RNA cluster 103		100313901
PIRC3	piwi-interacting RNA cluster 3		100313905
PIRC18	piwi-interacting RNA cluster 18		100313906
PIRC27	piwi-interacting RNA cluster 27		100313907
PIRC44	piwi-interacting RNA cluster 44		100313908
PIRC59	piwi-interacting RNA cluster 59		100313909
PIRC69	piwi-interacting RNA cluster 69		100313910
PIRC86	piwi-interacting RNA cluster 86		100313911
PIRC100	piwi-interacting RNA cluster 100		100313912
PIRC109	piwi-interacting RNA cluster 109		100313913
MIR548J	microRNA 548j	NR_031615	100313914
PIRC8	piwi-interacting RNA cluster 8		100313915
PIRC21	piwi-interacting RNA cluster 21		100313916
PIRC41	piwi-interacting RNA cluster 41		100313917
PIRC58	piwi-interacting RNA cluster 58		100313918
PIRC75	piwi-interacting RNA cluster 75		100313919
PIRC92	piwi-interacting RNA cluster 92		100313920
MIR548E	microRNA 548e	NR_031614	100313921
MIR449C	microRNA 449c	NR_031572	100313923
PIRC2	piwi-interacting RNA cluster 2		100313924
PIRC13	piwi-interacting RNA cluster 13		100313925
PIRC19	piwi-interacting RNA cluster 19		100313926
PIRC29	piwi-interacting RNA cluster 29		100313927
PIRC36	piwi-interacting RNA cluster 36		100313928
PIRC49	piwi-interacting RNA cluster 49		100313929
PIRC57	piwi-interacting RNA cluster 57		100313930
PIRC68	piwi-interacting RNA cluster 68		100313931
PIRC74	piwi-interacting RNA cluster 74		100313932
PIRC82	piwi-interacting RNA cluster 82		100313933
PIRC93	piwi-interacting RNA cluster 93		100313934
PIRC95	piwi-interacting RNA cluster 95		100313935
PIRC105	piwi-interacting RNA cluster 105		100313936
PIRC111	piwi-interacting RNA cluster 111		100313937
MIR548G	microRNA 548g	NR_031662	100313938
RFKP1	riboflavin kinase pseudogene 1	NG_016107	100313962
RFKP4	RFK pseudogene 4	NG_016110	100313968
ARF4P5	ADP ribosylation factor 4 pseudogene 5		100316867
HOTTIP	HOXA distal transcript antisense RNA	NR_037843	100316868
SAP25	Sin3A associated protein 25		100316904
PPP2R2DP1	protein phosphatase 2 regulatory subunit Bdelta pseudogene 1		100327036
GCSHP5	GCSH pseudogene 5	NG_029194	100329108
GCSHP3	GCSH pseudogene 3		100329109
TRPC5OS	TRPC5 opposite strand	NM_001195576	100329135
FMO7P	flavin containing dimethylaniline monoxygenase 7, pseudogene	NG_016467	100337589
FMO11P	flavin containing dimethylaniline monoxygenase 11, pseudogene	NG_016468	100337590
SNORA70F	small nucleolar RNA, H/ACA box 70F	NR_033309	100337591
CSN1S2BP	casein alpha s2 like B, pseudogene	NR_033311.1	100337616
DDX11L4	DEAD/H-box helicase 11 like 4 (pseudogene)		100337622
CT45B1P	cancer/testis antigen family 45 member B1, pseudogene		100337646
LINC00102	long intergenic non-protein coding RNA 102		100359394
HSPD1P11	heat shock protein family D (Hsp60) member 1 pseudogene 11	NG_016480	100359396
HSPD1P18	heat shock protein family D (Hsp60) member 1 pseudogene 18	NG_016481	100359397
SNORA70G	small nucleolar RNA, H/ACA box 70G	NR_033335	100379132
SNORA70D	small nucleolar RNA, H/ACA box 70D	NR_033337	100379141
NCLP2	nucleolin pseudogene 2	NG_016573	100379142
MACROD2-AS1	MACROD2 antisense RNA 1		100379174
TMED11P	transmembrane p24 trafficking protein 11, pseudogene		100379220
ZNF225-AS1	ZNF225 and ZNF224 antisense RNA 1		100379224
BOK-AS1	BOK antisense RNA 1	NR_033346	100379249
SNORA70E	small nucleolar RNA, H/ACA box 70E	NR_033347	100379250
NPPA-AS1	NPPA antisense RNA 1		100379251
RNY4P6	RNY4 pseudogene 6		100379287
RNY4P11	RNY4 pseudogene 11		100379288
RNY4P15	RNY4 pseudogene 15		100379291
RNY4P8	RNY4 pseudogene 8	NR_033356	100379295
RNY4P13	RNY4 pseudogene 13		100379296
RNY4P4	RNY4 pseudogene 4		100379297
RNY4P18	RNY4 pseudogene 18		100379298
RNY4P5	RNY4 pseudogene 5		100379299
RNY4P9	RNY4 pseudogene 9		100379300
ERVW-2	endogenous retrovirus group W member 2		100379323
MIR181A2HG	MIR181A2 host gene	NR_038975	100379345
RNY4P20	RNY4 pseudogene 20		100379378
RNY4P17	RNY4 pseudogene 17		100379564
BACE1-AS	BACE1 antisense RNA	NR_037803	100379571
RNY4P14	RNY4 pseudogene 14		100379584
RNY4P10	RNY4 pseudogene 10		100379592
LARP1P1	LARP1 pseudogene 1	NG_029346	100379623
RNY5P5	RNY5 pseudogene 5	NG_016705	100379658
GRIK1-AS2	GRIK1 antisense RNA 2	NR_033368	100379661
RNY5P6	RNY5 pseudogene 6	NG_016719	100379663
RNY5P3	RNY5 pseudogene 3	NG_016720	100379664
RNY5P1	RNY5 pseudogene 1	NG_016725	100379666
NEK2P2	NEK2 pseudogene 2	NG_016726	100379667
RNY5P4	RNY5 pseudogene 4	NG_016727	100380271
NDUFB1P2	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 2	NG_016728	100380272
RNY5P8	RNY5 pseudogene 8	NG_016734	100380878
ZNF848P	zinc finger protein 848, pseudogene		100380945
TMPRSS11CP	transmembrane serine protease 11C, pseudogene		100381178
NEK2P4	NEK2 pseudogene 4	NG_016766	100381202
RNY5P2	RNY5 pseudogene 2	NG_016767	100381208
DYNLT3P2	dynein light chain Tctex-type 3 pseudogene 2	NG_016784	100381215
ZBED6	zinc finger BED-type containing 6	NM_001174108	100381270
IGHV1OR15-5	immunoglobulin heavy variable 1/OR15-5 (non-functional)	NG_016978	100384884
RRAS2P2	RRAS2 pseudogene 2	NG_016988	100384885
FXNP2	frataxin pseudogene 2		100418706
SEPTIN7P10	septin 7 pseudogene 10		100418707
CLUHP1	clustered mitochondria homolog pseudogene 1		100418708
CLUHP2	clustered mitochondria homolog pseudogene 2	NG_004636	100418709
CLUHP4	clustered mitochondria homolog pseudogene 4	NG_022045	100418711
KIAA1328P1	KIAA1328 pseudogene 1	NG_025642	100418712
SEPTIN7P15	septin 7 pseudogene 15		100418714
SEPTIN7P4	septin 7 pseudogene 4		100418715
SEPTIN7P5	septin 7 pseudogene 5		100418718
CLUHP7	clustered mitochondria homolog pseudogene 7		100418719
SEPTIN7P6	septin 7 pseudogene 6		100418720
FMN2P1	FMN2 pseudogene 1	NG_026808	100418721
CFAP97P1	CFAP97 pseudogene 1	NG_026926	100418722
CCNJP2	cyclin J pseudogene 2	NG_022793	100418724
KRT8P40	keratin 8 pseudogene 40		100418728
AKIRIN1P1	akirin 1 pseudogene 1		100418731
CLUHP8	clustered mitochondria homolog pseudogene 8		100418733
SEPTIN7P8	septin 7 pseudogene 8		100418735
GOLGA5P1	golgin A5 pseudogene 1		100418736
KRT8P33	keratin 8 pseudogene 33		100418737
DNM1P48	dynamin 1 pseudogene 48	NG_004755	100418739
PPP1R26P1	protein phosphatase 1 regulatory subunit 26 pseudogene 1		100418740
CLUHP9	clustered mitochondria homolog pseudogene 9		100418742
CCNL2P1	cyclin L2 pseudogene 1		100418743
KRT8P46	keratin 8 pseudogene 46		100418744
CLUHP5	clustered mitochondria homolog pseudogene 5	NG_022159	100418745
KRT8P35	keratin 8 pseudogene 35		100418747
KRT8P36	keratin 8 pseudogene 36		100418748
KRT8P42	keratin 8 pseudogene 42		100418750
GOLGA2P1	GOLGA2 pseudogene 1		100418751
SEPTIN7P12	septin 7 pseudogene 12		100418753
CLUHP6	clustered mitochondria homolog pseudogene 6		100418754
CLUHP11	clustered mitochondria homolog pseudogene 11		100418756
CCNT2P1	cyclin T2 pseudogene 1	NG_026970	100418763
KRT18P52	keratin 18 pseudogene 52	NG_021498	100418769
KRT18P26	keratin 18 pseudogene 26	NT_022184	100418770
PHB1P4	PHB1 pseudogene 4		100418774
KRT127P	keratin 127, pseudogene		100418779
KRT8P39	keratin 8 pseudogene 39		100418781
KRT18P54	keratin 18 pseudogene 54		100418792
KRT8P38	keratin 8 pseudogene 38	NG_025532	100418799
PHB1P8	PHB1 pseudogene 8		100418804
KRT8P34	keratin 8 pseudogene 34		100418811
MTDHP1	metadherin pseudogene 1		100418814
PHB1P10	PHB1 pseudogene 10		100418815
IPO8P1	importin 8 pseudogene 1		100418819
PHB1P12	PHB1 pseudogene 12		100418820
KRT125P	keratin 125, pseudogene		100418828
KRT18P60	keratin 18 pseudogene 60		100418829
MTDHP3	metadherin pseudogene 3		100418832
MTDHP4	metadherin pseudogene 4		100418834
MTDHP2	metadherin pseudogene 2		100418835
MTDHP5	metadherin pseudogene 5		100418836
PHB1P2	PHB1 pseudogene 2		100418837
PHB1P13	PHB1 pseudogene 13		100418843
KRT43P	keratin 43, pseudogene		100418861
SPECC1P1	SPECC1 pseudogene 1		100418862
KRT18P61	keratin 18 pseudogene 61		100418865
CYTH1P1	CYTH1 pseudogene 1	NG_026803	100418871
KRT18P7	keratin 18 pseudogene 7		100418877
NBEAP2	neurobeachin pseudogene 2	NG_023729	100418881
TAGLN2P1	transgelin 2 pseudogene 1	NG_026067	100418887
STX18P1	syntaxin 18 pseudogene 1		100418889
GYG2P2	glycogenin 2 pseudogene 2	NG_027191	100418892
NBEAP4	neurobeachin pseudogene 4	NG_025284	100418897
TUBBP10	tubulin beta class I pseudogene 10	NG_027095	100418902
NBEAP5	neurobeachin pseudogene 5		100418903
NBEAP6	neurobeachin pseudogene 6	NG_027320	100418904
NBEAP3	neurobeachin pseudogene 3	NG_027403	100418905
SFXN4P1	SFXN4 pseudogene 1	NG_023614	100418906
GLRX3P1	glutaredoxin 3 pseudogene 1	NG_023790	100418908
ACTG1P14	actin gamma 1 pseudogene 14	NG_023870	100418910
TNPO1P1	transportin 1 pseudogene 1	NG_025528	100418919
ACTG1P13	actin gamma 1 pseudogene 13		100418920
ACTG1P12	actin gamma 1 pseudogene 12		100418921
ACTG1P18	actin gamma 1 pseudogene 18		100418924
RDM1P3	RDM1 pseudogene 3		100418928
TUBB8P1	tubulin beta 8 class VIII pseudogene 1	NG_023793	100418937
PRDX4P2	peroxiredoxin 4 pseudogene 2	NG_024668	100418942
PRDX2P3	peroxiredoxin 2 pseudogene 3	NG_024751	100418943
PRDX4P1	peroxiredoxin 4 pseudogene 1		100418949
ACTG1P15	actin gamma 1 pseudogene 15		100418951
PRDX3P4	peroxiredoxin 3 pseudogene 4		100418955
ACTG1P16	actin gamma 1 pseudogene 16		100418960
TUBB6P1	tubulin beta 6 class V pseudogene 1	NG_026927	100418964
SNX2P1	sorting nexin 2 pseudogene 1		100418968
SNX18P14	sorting nexin 18 pseudogene 14		100418972
CSP1	CS pseudogene 1	NG_023692	100418973
TUBB4BP2	TUBB4B pseudogene 2	NG_023799	100418974
SNX18P3	sorting nexin 18 pseudogene 3		100418975
SNX18P4	sorting nexin 18 pseudogene 4		100418976
SNX18P5	sorting nexin 18 pseudogene 5	NG_023822	100418977
SNX18P7	sorting nexin 18 pseudogene 7		100418980
SNX18P8	sorting nexin 18 pseudogene 8		100418981
NF1P12	neurofibromin 1 pseudogene 12		100418983
SNX18P1Y	sorting nexin 18 pseudogene 1, Y-linked	NG_024792	100418999
SNX18P24	sorting nexin 18 pseudogene 24		100419004
SNX18P25	sorting nexin 18 pseudogene 25	NG_025209	100419005
NF1P1	neurofibromin 1 pseudogene 1		100419006
TUBAP3	tubulin alpha pseudogene 3	NG_025571	100419007
PRR20G	proline rich 20G	NM_001362810	100419008
CCNYL7	cyclin Y like 7 (pseudogene)		100419017
SNX18P15	sorting nexin 18 pseudogene 15		100419019
SNX18P16	sorting nexin 18 pseudogene 16		100419020
SNX18P18	sorting nexin 18 pseudogene 18	NG_026983	100419021
SNX18P19	sorting nexin 18 pseudogene 19	NG_026984	100419022
PDCL3P6	PDCL3 pseudogene 6		100419023
SNX18P17	sorting nexin 18 pseudogene 17	NG_027137	100419024
SNX18P21	sorting nexin 18 pseudogene 21	NG_027138	100419025
SNX18P20	sorting nexin 18 pseudogene 20	NG_027139	100419026
SNX18P22	sorting nexin 18 pseudogene 22	NG_027140	100419027
SNX25P1	sorting nexin 25 pseudogene 1		100419028
NF1P4	neurofibromin 1 pseudogene 4	NG_007891	100419029
PRDX3P1	peroxiredoxin 3 pseudogene 1		100419031
APONP	apolipoprotein N, pseudogene		100419033
TUBAP14	tubulin alpha pseudogene 14		100419036
SNX18P26	sorting nexin 18 pseudogene 26		100419038
SNX18P10	sorting nexin 18 pseudogene 10	NG_025018	100419040
SNX18P12	sorting nexin 18 pseudogene 12	NG_025020	100419041
SNX18P13	sorting nexin 18 pseudogene 13		100419042
SNX18P11	sorting nexin 18 pseudogene 11	NG_025050	100419043
SNX19P4	sorting nexin 19 pseudogene 4		100419047
SMSP1	SMS pseudogene 1	NG_026691	100419053
SAGE3P	sarcoma antigen 3, pseudogene		100419054
CLCN3P1	chloride voltage-gated channel 3 pseudogene 1	NG_023786	100419056
FOSL1P1	FOSL1 pseudogene 1		100419062
NUP35P1	nucleoporin 35 pseudogene 1		100419066
PNLIPP1	pancreatic lipase pseudogene 1	NG_025542	100419068
ENO1P3	enolase 1 pseudogene 3		100419069
NUP210P3	nucleoporin 210 pseudogene 3	NG_025625	100419070
AK3P2	AK3 pseudogene 2		100419074
AK3P3	AK3 pseudogene 3	NG_026542	100419075
FCRL6P1	Fc receptor like 6 pseudogene 1		100419077
DUXAP12	double homeobox A pseudogene 12		100419081
SRMP3	SRM pseudogene 3	NG_023605	100419085
TXNL1P1	thioredoxin like 1 pseudogene 1	NG_024942	100419095
ENO1P2	enolase 1 pseudogene 2	NG_022137	100419098
RPL4P7	ribosomal protein L4 pseudogene 7	NG_023650	100419110
HCFC2P1	host cell factor C2 pseudogene 1		100419149
SETP12	SET pseudogene 12	NG_025157	100419158
SETP6	SET pseudogene 6	NG_025596	100419178
PDLIM1P4	PDZ and LIM domain 1 pseudogene 4		100419185
SETP11	SET pseudogene 11	NG_025756	100419187
PRSS52P	serine protease 52, pseudogene		100419209
BTG3P1	BTG anti-proliferation factor 3 pseudogene 1	NG_026879	100419246
BCL9P1	BCL9 pseudogene 1	NG_024682	100419324
CENPIP1	centromere protein I pseudogene 1		100419337
H3P15	H3 histone pseudogene 15	NG_025160	100419353
RPL21P135	ribosomal protein L21 pseudogene 135		100419391
RPL12P44	ribosomal protein L12 pseudogene 44		100419392
SRPK2P	SRSF protein kinase 2 pseudogene	NG_026032	100419416
ASNSP4	ASNS pseudogene 4	NG_026098	100419423
PDLIM1P2	PDZ and LIM domain 1 pseudogene 2		100419426
PDLIM1P3	PDZ and LIM domain 1 pseudogene 3		100419427
RPS23P10	ribosomal protein S23 pseudogene 10		100419471
RPS23P9	ribosomal protein S23 pseudogene 9		100419472
RPL12P45	ribosomal protein L12 pseudogene 45		100419477
HDAC1P2	histone deacetylase 1 pseudogene 2	NG_027210	100419489
RPL21P136	ribosomal protein L21 pseudogene 136		100419521
RPS27AP18	RPS27A pseudogene 18		100419548
ZNF92P1Y	zinc finger protein 92 pseudogene 1, Y-linked	NG_024760	100419554
KARS1P1	lysyl-tRNA synthetase 1 pseudogene 1		100419558
KARS1P2	lysyl-tRNA synthetase 1 pseudogene 2		100419560
HDAC1P1	histone deacetylase 1 pseudogene 1	NG_025534	100419595
RNF10P1	ring finger protein 10 pseudogene 1		100419599
ZNF90P2	zinc finger protein 90 pseudogene 2	NG_025795	100419606
ZNF602P	zinc finger protein 602, pseudogene		100419608
ZNF70P1	zinc finger protein 70 pseudogene 1	NG_025932	100419609
TYMSP1	thymidylate synthetase pseudogene 1		100419610
MIOXP1	myo-inositol oxygenase pseudogene 1		100419614
RNF14P3	RNF14 pseudogene 3	NG_026496	100419643
RNF14P4	RNF14 pseudogene 4	NG_026626	100419645
PRAMEF35P	PRAME family member 35, pseudogene		100419649
RPL23AP85	ribosomal protein L23a pseudogene 85		100419650
ZNF863P	zinc finger protein 863, pseudogene		100419682
RNF152P1	ring finger protein 152 pseudogene 1	NG_023780	100419687
ZNF92P2	zinc finger protein 92 pseudogene 2	NG_024170	100419705
ZNF887P	zinc finger protein 887, pseudogene		100419709
AHCYP6	adenosylhomocysteinase pseudogene 6	NG_024541	100419714
SALL4P1	spalt like transcription factor 4 pseudogene 1		100419717
